hdl:1902.1/00555	development of achievement motivation
hdl:1902.1/16671	violence by a minor
hdl:1902.1/16671	juvenile violence
hdl:1902.1/16671	youth law
hdl:1902.1/16671	delinquency
hdl:1902.1/16671	bullying
hdl:1902.1/16671	youth court
hdl:1902.1/16671	juvenile court
hdl:1902.1/16671	megan's law
hdl:1902.1/16671	youth incarceration
hdl:1902.1/16671	juvenile incarceration
hdl:1902.1/16671	incarceration
hdl:1902.1/16671	incarceration of a minor
hdl:1902.1/16671	juvenile victims
hdl:1902.1/16671	youth victims
hdl:1902.1/16671	national center for juvenile justice
hdl:1902.1/16671	crime
hdl:1902.1/17599	public
hdl:1902.1/17599	economy
hdl:1902.1/17599	statistics
hdl:1902.1/17599	environment
hdl:1902.1/17599	idaho
hdl:1902.1/17599	census
hdl:1902.1/17599	population
hdl:1902.1/17850	characterization
hdl:1902.1/17850	genebank
hdl:1902.1/17850	elite accessions
hdl:1902.1/17850	dacryodes edulis
hdl:1902.1/17931	passport data
hdl:1902.1/17931	icraf_wca
hdl:1902.1/17931	mother trees
hdl:1902.1/17931	domestication
hdl:1902.1/18291	state legislative elections
hdl:1902.1/18778	oryza sativa
hdl:1902.1/18778	oryzaglaberrima
hdl:1902.1/18778	growth vigor
hdl:1902.1/18778	screening
hdl:1902.1/18778	selection criteria
hdl:1902.1/18778	weed-suppressive ability
hdl:1902.1/18778	nterspecific hybrid
hdl:1902.1/19876	ecological drainage units
hdl:1902.1/20009	amphibians
hdl:1902.1/20009	geographic location
hdl:1902.1/20180	farming coffee
hdl:1902.1/01957	elections
hdl:1902.1/01957	election returns
hdl:1902.1/01957	election districts
hdl:1902.1/01957	congressional districts
hdl:1902.1/01957	voting precints
hdl:1902.1/01957	voting behavior
hdl:1902.1/01957	voter turnout
hdl:1902.1/01957	voter registration
hdl:1902.1/01957	state elections
hdl:1902.1/01957	redistrcting
hdl:1902.1/01957	national elections
hdl:1902.1/01957	local elections
hdl:1902.1/04RIW	foqus
hdl:1902.1/04RIW	mcp
hdl:1902.1/04RIW	multiple concurrent partnerships
hdl:1902.1/10993	property repairs
hdl:1902.1/10993	automobile ownership
hdl:1902.1/10993	home ownership
hdl:1902.1/10993	womens movement
hdl:1902.1/10993	consumer purchases
hdl:1902.1/10993	durable goods
hdl:1902.1/10993	radios
hdl:1902.1/10993	public opinion
hdl:1902.1/10993	furniture
hdl:1902.1/10993	education
hdl:1902.1/10993	consumer behavior
hdl:1902.1/10993	attitudes
hdl:1902.1/10993	perceptions
hdl:1902.1/10993	television viewing
hdl:1902.1/10993	banking
hdl:1902.1/10993	personal income
hdl:1902.1/10993	products
hdl:1902.1/10993	restaurants
hdl:1902.1/10993	political ideologies
hdl:1902.1/10993	occupation
hdl:1902.1/10993	health insurance
hdl:1902.1/10993	marketing
hdl:1902.1/10993	media use
hdl:1902.1/10993	biographical data
hdl:1902.1/10993	trust
hdl:1902.1/10993	medical care
hdl:1902.1/10993	psychographics
hdl:1902.1/10993	leisure
hdl:1902.1/10993	news media
hdl:1902.1/10993	research
hdl:1902.1/10993	social attitudes
hdl:1902.1/10993	social values
hdl:1902.1/10993	consumer attitudes
hdl:1902.1/10993	food
hdl:1902.1/10993	newspapers
hdl:1902.1/10993	shopping
hdl:1902.1/11019	home ownership
hdl:1902.1/11019	automobile ownership
hdl:1902.1/11019	perceptions
hdl:1902.1/11019	television viewing
hdl:1902.1/11019	banking
hdl:1902.1/11019	personal income
hdl:1902.1/11019	products
hdl:1902.1/11019	restaurants
hdl:1902.1/11019	political ideologies
hdl:1902.1/11019	occupation
hdl:1902.1/11019	health insurance
hdl:1902.1/11019	marketing
hdl:1902.1/11019	media use
hdl:1902.1/11019	biographical data
hdl:1902.1/11019	trust
hdl:1902.1/11019	medical care
hdl:1902.1/11019	psychographics
hdl:1902.1/11019	leisure
hdl:1902.1/11019	news media
hdl:1902.1/11019	research
hdl:1902.1/11019	social attitudes
hdl:1902.1/11019	social values
hdl:1902.1/11019	consumer attitudes
hdl:1902.1/11019	food
hdl:1902.1/11019	newspapers
hdl:1902.1/11019	shopping
hdl:1902.1/11019	property repairs
hdl:1902.1/11019	attitudes
hdl:1902.1/11019	consumer behavior
hdl:1902.1/11019	education
hdl:1902.1/11019	furniture
hdl:1902.1/11019	public opinion
hdl:1902.1/11019	radios
hdl:1902.1/11019	durable goods
hdl:1902.1/11019	consumer purchases
hdl:1902.1/11019	womens movement
hdl:1902.1/11389	hyderabad
hdl:1902.1/11389	spandana
hdl:1902.1/11389	microcredit
hdl:1902.1/12199	business cycles
hdl:1902.1/12199	economic expansions and contractions
hdl:1902.1/12199	asymmetric cycles
hdl:1902.1/12199	unemployment
hdl:1902.1/12612	gang juvenile "new jersey" homicides "drug offenses"
hdl:1902.1/12649	national conference of state legislatures
hdl:1902.1/12649	voter registration
hdl:1902.1/12649	general election
hdl:1902.1/12649	primary election
hdl:1902.1/12649	public education
hdl:1902.1/12649	voting age
hdl:1902.1/12649	youth voting
hdl:1902.1/12649	representative democracy
hdl:1902.1/12649	civic education
hdl:1902.1/12649	bills
hdl:1902.1/12649	legislation
hdl:1902.1/13459	mobility aids
hdl:1902.1/13459	activities of daily living
hdl:1902.1/13459	functional limitation
hdl:1902.1/13459	mental health
hdl:1902.1/13459	services and benefits
hdl:1902.1/13459	developmental disability conditions
hdl:1902.1/13459	social activities
hdl:1902.1/13459	environmental barriers
hdl:1902.1/13459	housing characteristics
hdl:1902.1/13459	personal assistance needs
hdl:1902.1/13459	employment
hdl:1902.1/13459	perceived disability
hdl:1902.1/13459	early child development
hdl:1902.1/13459	sspecial health care needs
hdl:1902.1/13459	cdc
hdl:1902.1/13459	centers for disease control
hdl:1902.1/13459	national health interview survey
hdl:1902.1/13459	disability
hdl:1902.1/13459	vision aids
hdl:1902.1/13459	hearing aids
hdl:1902.1/13828	immigration policy
hdl:1902.1/13828	social policy
hdl:1902.1/13828	early education
hdl:1902.1/13828	education
hdl:1902.1/13828	undocumented immigrants
hdl:1902.1/13828	unauthorized immigrants
hdl:1902.1/13828	immigrants
hdl:1902.1/13828	children
hdl:1902.1/13828	urban institute
hdl:1902.1/13828	native american
hdl:1902.1/13828	asian
hdl:1902.1/13828	african american
hdl:1902.1/13828	hispanic
hdl:1902.1/13828	poverty
hdl:1902.1/14520	gravity model
hdl:1902.1/14520	potential and realised absorptive capacity
hdl:1902.1/14520	technological innovation
hdl:1902.1/14520	international trade
hdl:1902.1/14683	party composition
hdl:1902.1/15899	infant mortality
hdl:1902.1/15899	neonatal mortality
hdl:1902.1/15899	conditional cash transfer
hdl:1902.1/16258	terrorist groups
hdl:1902.1/16258	weapons
hdl:1902.1/16258	terrorist incidents
hdl:1902.1/16258	conflict
hdl:1902.1/17356	china
hdl:1902.1/17356	social indicators
hdl:1902.1/17356	economic indicators
hdl:1902.1/17563	social accounting matrix (sam)
hdl:1902.1/17563	chile
hdl:1902.1/17770	gnetum africana
hdl:1902.1/17770	characterisation
hdl:1902.1/17770	substrate
hdl:1902.1/17806	ethiopia
hdl:1902.1/17806	amhara
hdl:1902.1/17806	tigray
hdl:1902.1/17806	sustainable land management
hdl:1902.1/17851	agroforestry products
hdl:1902.1/17851	policies
hdl:1902.1/17851	socio-economic
hdl:1902.1/17851	cameroon
hdl:1902.1/17888	nuclear proliferation
hdl:1902.1/17888	war
hdl:1902.1/17888	preventive strikes
hdl:1902.1/17888	osiraq
hdl:1902.1/17932	fund manager
hdl:1902.1/17932	rrsk preferences
hdl:1902.1/17932	competition
hdl:1902.1/17932	genetic programming
hdl:1902.1/18580	partisanship
hdl:1902.1/18580	mrp
hdl:1902.1/18580	r
hdl:1902.1/18580	stratification
hdl:1902.1/18580	hierarchical models
hdl:1902.1/18580	multilevel regression and poststratification
hdl:1902.1/18580	multilevel models
hdl:1902.1/18580	presidential elections
hdl:1902.1/18580	statistics
hdl:1902.1/18580	statistical modeling
hdl:1902.1/18580	data visualization
hdl:1902.1/18580	subgroup analysis
hdl:1902.1/18580	interactions
hdl:1902.1/18580	demographic variation
hdl:1902.1/18580	geographic variation
hdl:1902.1/18580	survey analysis
hdl:1902.1/18580	vote choice
hdl:1902.1/18580	voter turnout
hdl:1902.1/18580	public opinion
hdl:1902.1/18779	insect vectors
hdl:1902.1/18779	rymv
hdl:1902.1/18779	screening
hdl:1902.1/18779	mechanical transmission
hdl:1902.1/18779	rice
hdl:1902.1/20055	boundaries
hdl:1902.1/20055	protected areas
hdl:1902.1/20181	farming
hdl:1902.1/20181	potencial use
hdl:1902.1/00742	achievement
hdl:1902.1/00742	children's readers
hdl:1902.1/10994	automobile ownership
hdl:1902.1/10994	shopping
hdl:1902.1/10994	property repairs
hdl:1902.1/10994	newspapers
hdl:1902.1/10994	food
hdl:1902.1/10994	consumer attitudes
hdl:1902.1/10994	social values
hdl:1902.1/10994	social attitudes
hdl:1902.1/10994	research
hdl:1902.1/10994	news media
hdl:1902.1/10994	leisure
hdl:1902.1/10994	psychographics
hdl:1902.1/10994	medical care
hdl:1902.1/10994	trust
hdl:1902.1/10994	biographical data
hdl:1902.1/10994	media use
hdl:1902.1/10994	marketing
hdl:1902.1/10994	health insurance
hdl:1902.1/10994	occupation
hdl:1902.1/10994	political ideologies
hdl:1902.1/10994	restaurants
hdl:1902.1/10994	products
hdl:1902.1/10994	personal income
hdl:1902.1/10994	banking
hdl:1902.1/10994	television viewing
hdl:1902.1/10994	perceptions
hdl:1902.1/10994	attitudes
hdl:1902.1/10994	consumer behavior
hdl:1902.1/10994	education
hdl:1902.1/10994	furniture
hdl:1902.1/10994	public opinion
hdl:1902.1/10994	radios
hdl:1902.1/10994	durable goods
hdl:1902.1/10994	consumer purchases
hdl:1902.1/10994	womens movement
hdl:1902.1/10994	home ownership
hdl:1902.1/11308	leontief
hdl:1902.1/11308	european system of accounts
hdl:1902.1/11308	supply
hdl:1902.1/11308	esa.
hdl:1902.1/11308	sna
hdl:1902.1/11308	input-output
hdl:1902.1/11308	social accounting matrix
hdl:1902.1/11308	use
hdl:1902.1/11308	i-o
hdl:1902.1/11308	slovak republic
hdl:1902.1/11308	sam
hdl:1902.1/11308	system of national accounts
hdl:1902.1/12532	cdc
hdl:1902.1/12532	bullying
hdl:1902.1/12532	food security
hdl:1902.1/12532	fruit and vegetables
hdl:1902.1/12532	gender
hdl:1902.1/12532	sex
hdl:1902.1/12532	age
hdl:1902.1/12532	protective factors
hdl:1902.1/12532	injury
hdl:1902.1/12532	violence
hdl:1902.1/12532	unintended pregnancy
hdl:1902.1/12532	human immunodeficiency virus
hdl:1902.1/12532	hiv
hdl:1902.1/12532	sexually transmitted infection
hdl:1902.1/12532	sti
hdl:1902.1/12532	sexual behaviors
hdl:1902.1/12532	mental health
hdl:1902.1/12532	hygiene
hdl:1902.1/12532	exercise
hdl:1902.1/12532	physical activity
hdl:1902.1/12532	diet
hdl:1902.1/12532	dietary behaviors
hdl:1902.1/12532	demographics
hdl:1902.1/12532	smoking
hdl:1902.1/12532	tobacco use
hdl:1902.1/12532	substance use
hdl:1902.1/12532	drug use
hdl:1902.1/12532	alcohol
hdl:1902.1/12532	teen
hdl:1902.1/12532	youth
hdl:1902.1/12532	school
hdl:1902.1/12532	international
hdl:1902.1/12532	global
hdl:1902.1/12532	unaids
hdl:1902.1/12532	unicef
hdl:1902.1/12532	world health organization
hdl:1902.1/12532	who
hdl:1902.1/12532	centers for disease control and prevention
hdl:1902.1/12532	suicide attempt
hdl:1902.1/12569	inpatient deaths
hdl:1902.1/12569	hospital stay
hdl:1902.1/12569	discharge
hdl:1902.1/12569	national health care surveys
hdl:1902.1/12569	medical procedures
hdl:1902.1/12569	surgeries
hdl:1902.1/12569	length of hospital stay
hdl:1902.1/12569	diagnosis
hdl:1902.1/12569	sex
hdl:1902.1/12569	gender
hdl:1902.1/12569	age
hdl:1902.1/12569	race
hdl:1902.1/12569	ethnicity
hdl:1902.1/12569	short-stay hospital
hdl:1902.1/12569	national center for health statistics
hdl:1902.1/12569	cdc
hdl:1902.1/12569	centers for disease control and prevention
hdl:1902.1/12569	newborns
hdl:1902.1/12569	childbirth
hdl:1902.1/12569	birth
hdl:1902.1/12569	delivery
hdl:1902.1/12613	leadership
hdl:1902.1/12613	compass
hdl:1902.1/13586	tobacco use
hdl:1902.1/13586	noncommunicable diseases
hdl:1902.1/13586	respiratory diseases
hdl:1902.1/13586	mortality
hdl:1902.1/13586	nutritional deficiencies
hdl:1902.1/13586	respiratory infection
hdl:1902.1/13586	morbidity
hdl:1902.1/13586	parasitic diseases
hdl:1902.1/13586	infectious diseases
hdl:1902.1/13586	congenital anomalies
hdl:1902.1/13586	genitourinary diseases
hdl:1902.1/13586	digestive diseases
hdl:1902.1/13586	neuropsychiatric conditions
hdl:1902.1/13586	diabetes mellitus
hdl:1902.1/13586	malignant neoplasms
hdl:1902.1/13586	ischaemic heart disease
hdl:1902.1/13586	cardiovascular diseases
hdl:1902.1/13586	cerebrovascular disease
hdl:1902.1/13586	copd
hdl:1902.1/13586	chronic obstructive pulmonary disease
hdl:1902.1/13586	world health organization
hdl:1902.1/13586	who
hdl:1902.1/13586	alcohol use
hdl:1902.1/13586	blood pressure
hdl:1902.1/13586	body mass index
hdl:1902.1/13586	bmi
hdl:1902.1/13586	overweight
hdl:1902.1/13586	obesity
hdl:1902.1/13586	cholesterol
hdl:1902.1/13586	diabetes
hdl:1902.1/13586	nutrition
hdl:1902.1/13586	diet
hdl:1902.1/13586	oral health
hdl:1902.1/13586	physical activity
hdl:1902.1/13586	exercise
hdl:1902.1/13586	stroke
hdl:1902.1/13711	presidency
hdl:1902.1/13711	power
hdl:1902.1/13711	proclamation
hdl:1902.1/13711	memoranda
hdl:1902.1/13711	executive
hdl:1902.1/13829	homelessness
hdl:1902.1/13829	arra
hdl:1902.1/13829	american recovery and reinvestment act
hdl:1902.1/13829	nclb
hdl:1902.1/13829	no child left behind
hdl:1902.1/13829	literacy
hdl:1902.1/13829	school dropout
hdl:1902.1/13829	poverty
hdl:1902.1/13829	childhood obesity
hdl:1902.1/13829	workforce programs
hdl:1902.1/13829	economic programs
hdl:1902.1/13829	social programs
hdl:1902.1/13829	homeland security
hdl:1902.1/13829	natural resources
hdl:1902.1/13829	energy
hdl:1902.1/13829	environment
hdl:1902.1/13829	education
hdl:1902.1/13829	national governor's association
hdl:1902.1/13829	welfare reform
hdl:1902.1/13829	economic development
hdl:1902.1/13829	foster care
hdl:1902.1/13829	disaster response
hdl:1902.1/13829	foreclosures
hdl:1902.1/14189	spatial econometrics
hdl:1902.1/14189	new economic geography
hdl:1902.1/14639	judicial behavior
hdl:1902.1/14639	european union
hdl:1902.1/14639	european court of justice
hdl:1902.1/14684	party composition
hdl:1902.1/14765	event history
hdl:1902.1/14846	party composition
hdl:1902.1/15043	query session
hdl:1902.1/15043	national assemblies
hdl:1902.1/15043	vietnam
hdl:1902.1/15043	authoritarian institutions
hdl:1902.1/16628	aig
hdl:1902.1/16628	money multiplier
hdl:1902.1/16628	banking multiplier
hdl:1902.1/16628	gfc
hdl:1902.1/16628	cds
hdl:1902.1/17357	agricultural productivity
hdl:1902.1/17357	kenya
hdl:1902.1/17357	land tenure
hdl:1902.1/17564	social accounting matrix (sam)
hdl:1902.1/17564	costa rica
hdl:1902.1/17771	gnetum africana
hdl:1902.1/17771	characterisation
hdl:1902.1/17771	internode
hdl:1902.1/17771	leaves
hdl:1902.1/17771	branches
hdl:1902.1/17852	farmers
hdl:1902.1/17852	agroforestry innovation
hdl:1902.1/17852	relay organisation
hdl:1902.1/17852	cameroon
hdl:1902.1/17933	southern cameroon
hdl:1902.1/17933	landuse
hdl:1902.1/17933	tree biomass
hdl:1902.1/18662	poverty reduction
hdl:1902.1/18662	africa
hdl:1902.1/18662	africa south of sahara
hdl:1902.1/18662	east africa
hdl:1902.1/18662	uganda
hdl:1902.1/18662	social accounting matrix (sam)
hdl:1902.1/18662	computable general equilibrium (cge) modeling
hdl:1902.1/18662	agricultural eonomics
hdl:1902.1/18662	economic aspects
hdl:1902.1/18662	case studies
hdl:1902.1/18662	rural development
hdl:1902.1/18662	poverty
hdl:1902.1/18662	state
hdl:1902.1/18662	agricultural growth
hdl:1902.1/20056	soils
hdl:1902.1/20100	hospitals
hdl:1902.1/20137	boundaries municipalies
hdl:1902.1/20182	pontencial
hdl:1902.1/20182	farming
hdl:1902.1/BEN-DHS-01	geo-referenced
hdl:1902.1/BEN-DHS-01	status
hdl:1902.1/BEN-DHS-01	welfare measure
hdl:1902.1/BTDD9	condom use
hdl:1902.1/BTDD9	youth
hdl:1902.1/BTDD9	hiv
hdl:1902.1/BTDD9	bcc
hdl:1902.1/BTDD9	foqus
hdl:1902.1/00536	harvard
hdl:1902.1/01959	congressional districts
hdl:1902.1/01959	local elections
hdl:1902.1/01959	national elections
hdl:1902.1/01959	redistrcting
hdl:1902.1/01959	state elections
hdl:1902.1/01959	voter registration
hdl:1902.1/01959	voter turnout
hdl:1902.1/01959	voting behavior
hdl:1902.1/01959	voting precints
hdl:1902.1/01959	elections
hdl:1902.1/01959	election returns
hdl:1902.1/01959	election districts
hdl:1902.1/10670	investment
hdl:1902.1/10670	productivity
hdl:1902.1/10670	gdp
hdl:1902.1/10670	information technology
hdl:1902.1/10670	growth
hdl:1902.1/10995	shopping
hdl:1902.1/10995	newspapers
hdl:1902.1/10995	food
hdl:1902.1/10995	consumer attitudes
hdl:1902.1/10995	social values
hdl:1902.1/10995	social attitudes
hdl:1902.1/10995	research
hdl:1902.1/10995	news media
hdl:1902.1/10995	leisure
hdl:1902.1/10995	psychographics
hdl:1902.1/10995	medical care
hdl:1902.1/10995	trust
hdl:1902.1/10995	biographical data
hdl:1902.1/10995	media use
hdl:1902.1/10995	marketing
hdl:1902.1/10995	health insurance
hdl:1902.1/10995	occupation
hdl:1902.1/10995	political ideologies
hdl:1902.1/10995	restaurants
hdl:1902.1/10995	products
hdl:1902.1/10995	personal income
hdl:1902.1/10995	banking
hdl:1902.1/10995	television viewing
hdl:1902.1/10995	perceptions
hdl:1902.1/10995	attitudes
hdl:1902.1/10995	consumer behavior
hdl:1902.1/10995	education
hdl:1902.1/10995	furniture
hdl:1902.1/10995	public opinion
hdl:1902.1/10995	radios
hdl:1902.1/10995	durable goods
hdl:1902.1/10995	consumer purchases
hdl:1902.1/10995	womens movement
hdl:1902.1/10995	home ownership
hdl:1902.1/10995	automobile ownership
hdl:1902.1/10995	property repairs
hdl:1902.1/12326	mit
hdl:1902.1/12326	harvard
hdl:1902.1/12326	tufts
hdl:1902.1/12326	leadership
hdl:1902.1/12326	social entrepreneurship
hdl:1902.1/12326	kennedy school
hdl:1902.1/12326	courses
hdl:1902.1/12489	physicians
hdl:1902.1/12489	rural health clinics
hdl:1902.1/12489	nursing homes
hdl:1902.1/12489	medical errors
hdl:1902.1/12489	kaiser family foundation
hdl:1902.1/12489	demographics
hdl:1902.1/12489	economy
hdl:1902.1/12489	population
hdl:1902.1/12489	distribution
hdl:1902.1/12489	citizenship status
hdl:1902.1/12489	poverty
hdl:1902.1/12489	poverty rate
hdl:1902.1/12489	household income
hdl:1902.1/12489	metropolitan distribution
hdl:1902.1/12489	cost of living
hdl:1902.1/12489	employment status
hdl:1902.1/12489	unemployment rate
hdl:1902.1/12489	food stamps
hdl:1902.1/12489	state budgets
hdl:1902.1/12489	taxes
hdl:1902.1/12489	state fiscal distress
hdl:1902.1/12489	gross state product
hdl:1902.1/12489	inmates
hdl:1902.1/12489	incarceration rate
hdl:1902.1/12489	health status
hdl:1902.1/12489	births
hdl:1902.1/12489	birth rate
hdl:1902.1/12489	childhood immunizations
hdl:1902.1/12489	preterm births
hdl:1902.1/12489	low birth weight
hdl:1902.1/12489	prenatal care
hdl:1902.1/12489	infant mortality rate
hdl:1902.1/12489	infant death
hdl:1902.1/12489	children's health
hdl:1902.1/12489	children
hdl:1902.1/12489	child overweight rate
hdl:1902.1/12489	childhood obesity
hdl:1902.1/12489	mental health
hdl:1902.1/12489	oral health
hdl:1902.1/12489	dental health
hdl:1902.1/12489	adult immunizations
hdl:1902.1/12489	mortality rate
hdl:1902.1/12489	death rate
hdl:1902.1/12489	child death rate
hdl:1902.1/12489	teen death rate
hdl:1902.1/12489	diabetes
hdl:1902.1/12489	cancer
hdl:1902.1/12489	heart disease
hdl:1902.1/12489	smoking
hdl:1902.1/12489	tobacco use
hdl:1902.1/12489	adult obesity/ overweight rate
hdl:1902.1/12489	asthma
hdl:1902.1/12489	physical activity
hdl:1902.1/12489	exercise
hdl:1902.1/12489	sti
hdl:1902.1/12489	std
hdl:1902.1/12489	sexually transmitted disease
hdl:1902.1/12489	sexually transmitted infections
hdl:1902.1/12489	firearms
hdl:1902.1/12489	guns
hdl:1902.1/12489	violent crime
hdl:1902.1/12489	violence
hdl:1902.1/12489	motor vehicle deaths
hdl:1902.1/12489	occupational fatalities
hdl:1902.1/12489	suicide deaths
hdl:1902.1/12489	disabilities
hdl:1902.1/12489	cerebrovascular disease
hdl:1902.1/12489	stem cell research
hdl:1902.1/12489	health insurance status
hdl:1902.1/12489	nonelderly uninsured
hdl:1902.1/12489	employer coverage
hdl:1902.1/12489	medicaid
hdl:1902.1/12489	private sector coverage
hdl:1902.1/12489	medicaid spending
hdl:1902.1/12489	medicaid budget
hdl:1902.1/12489	medicare drug benefit
hdl:1902.1/12489	medicaid physician's fees
hdl:1902.1/12489	medicaid enrollment
hdl:1902.1/12489	chip eligibility
hdl:1902.1/12489	chip
hdl:1902.1/12489	children's health insurance program
hdl:1902.1/12489	children's medicaid eligibility
hdl:1902.1/12489	ssi benficiaries
hdl:1902.1/12489	social security income beneficiaries
hdl:1902.1/12489	medicaid medically needy
hdl:1902.1/12489	medicaid managed care
hdl:1902.1/12489	medicaid births
hdl:1902.1/12489	enrollment practices for children
hdl:1902.1/12489	renewal practices for children
hdl:1902.1/12489	community based services
hdl:1902.1/12489	false claims act
hdl:1902.1/12489	health expenditures
hdl:1902.1/12489	prescription drugs
hdl:1902.1/12489	prescription medicine
hdl:1902.1/12489	employer based health premiums
hdl:1902.1/12489	hospital inpatient expenses
hdl:1902.1/12489	tobacco settlement funds
hdl:1902.1/12489	mental health agency expenditures
hdl:1902.1/12489	medicare spending
hdl:1902.1/12489	medicare hospital payments
hdl:1902.1/12489	medicare enrollment
hdl:1902.1/12489	medicare population demographics
hdl:1902.1/12489	dual eligible enrollment
hdl:1902.1/12489	dual eligibles
hdl:1902.1/12489	medicare prescription drugs
hdl:1902.1/12489	medicare advantage
hdl:1902.1/12489	medicare service use
hdl:1902.1/12489	medicare access to services
hdl:1902.1/12489	hmo
hdl:1902.1/12489	small group market
hdl:1902.1/12489	individual insurance markets
hdl:1902.1/12489	mental health coverage
hdl:1902.1/12489	high risk pools
hdl:1902.1/12489	patient's rights
hdl:1902.1/12489	hospitals
hdl:1902.1/12489	hiv/ aids policies
hdl:1902.1/12489	human immunodeficiency virus
hdl:1902.1/12489	acquired immunodeficiency syndrome
hdl:1902.1/12489	aids
hdl:1902.1/12489	hiv
hdl:1902.1/12489	breastfeeding
hdl:1902.1/12489	emergency contraception
hdl:1902.1/12489	preventive health
hdl:1902.1/12489	abortion
hdl:1902.1/12489	women's health
hdl:1902.1/12489	minority health
hdl:1902.1/12489	health care employment
hdl:1902.1/12489	dentists
hdl:1902.1/12489	non-physician providers
hdl:1902.1/12489	medical malpractice
hdl:1902.1/12489	medical school graduates
hdl:1902.1/12489	access to care
hdl:1902.1/12489	health professional shortage areas
hdl:1902.1/12902	robbery
hdl:1902.1/12902	burglary
hdl:1902.1/12902	drug trafficking
hdl:1902.1/12902	felony
hdl:1902.1/12902	prison sentence
hdl:1902.1/12902	citizenship
hdl:1902.1/12902	education
hdl:1902.1/12902	criminal history
hdl:1902.1/12902	suspects
hdl:1902.1/12902	arrests
hdl:1902.1/12902	incarceration
hdl:1902.1/12902	courts
hdl:1902.1/12902	prosecution
hdl:1902.1/12902	law enforcement
hdl:1902.1/12902	community safety
hdl:1902.1/12902	justice
hdl:1902.1/12902	crime
hdl:1902.1/12902	bureau of justice statistics
hdl:1902.1/12902	the urban institute
hdl:1902.1/12902	assault
hdl:1902.1/12902	defendant
hdl:1902.1/12902	investigation
hdl:1902.1/12902	offense
hdl:1902.1/12902	offender
hdl:1902.1/12902	criminal case
hdl:1902.1/12902	immigration offense
hdl:1902.1/12902	civil rights
hdl:1902.1/12902	murder
hdl:1902.1/12902	sexual abuse
hdl:1902.1/12902	kidnapping
hdl:1902.1/13587	health workforce
hdl:1902.1/13587	nurses
hdl:1902.1/13587	pharmacists
hdl:1902.1/13587	dentists
hdl:1902.1/13587	midwives
hdl:1902.1/13587	physicians
hdl:1902.1/13587	public health workers
hdl:1902.1/13587	traditional health workers
hdl:1902.1/13587	community health workers
hdl:1902.1/13587	laboratory workers
hdl:1902.1/13587	who
hdl:1902.1/13587	world health organization
hdl:1902.1/14441	taxes
hdl:1902.1/14441	public goods
hdl:1902.1/14441	experimental economics
hdl:1902.1/14441	decision making
hdl:1902.1/14685	party composition
hdl:1902.1/14847	party composition
hdl:1902.1/15864	powersharing closed list proportional representation survival analysis
hdl:1902.1/16179	clinical area
hdl:1902.1/16179	state snapshots 2010
hdl:1902.1/16179	agency for healthcare research and quality
hdl:1902.1/16179	ahrq
hdl:1902.1/16179	national healthcare quality report
hdl:1902.1/16179	nhqr
hdl:1902.1/16179	health care quality
hdl:1902.1/16179	care quality
hdl:1902.1/16179	state
hdl:1902.1/16179	quality of care
hdl:1902.1/16179	types of health care
hdl:1902.1/16179	setting of health care
hdl:1902.1/16179	type of condition
hdl:1902.1/16179	level of care
hdl:1902.1/16179	treatment setting
hdl:1902.1/16179	insurance status
hdl:1902.1/16179	race
hdl:1902.1/16179	income
hdl:1902.1/16179	diabetes care
hdl:1902.1/16179	asthma care
hdl:1902.1/16179	healthy people 2010 goals
hdl:1902.1/16179	disparities in care
hdl:1902.1/16179	clinical preventative services
hdl:1902.1/16179	payer
hdl:1902.1/16836	depression
hdl:1902.1/16836	ucla school mental health project
hdl:1902.1/16836	suicide
hdl:1902.1/16836	disability
hdl:1902.1/16836	handicap
hdl:1902.1/16836	mental illness
hdl:1902.1/16836	education
hdl:1902.1/16836	adhd
hdl:1902.1/16836	ocd
hdl:1902.1/16836	center for mental health in schools
hdl:1902.1/16836	mental trauma
hdl:1902.1/16836	mentally ill
hdl:1902.1/16836	victimization
hdl:1902.1/16836	victims
hdl:1902.1/16836	violence
hdl:1902.1/16836	sexual abuse
hdl:1902.1/16836	child abuse
hdl:1902.1/16836	abuse
hdl:1902.1/16836	autism
hdl:1902.1/16836	attention deficit disorder
hdl:1902.1/16836	add
hdl:1902.1/16836	attention deficit hyperactivity disorder
hdl:1902.1/16836	obsesive-compulsive disorder
hdl:1902.1/16836	disabilities
hdl:1902.1/16836	mental health
hdl:1902.1/17277	"prior" sam
hdl:1902.1/17277	kenya
hdl:1902.1/17277	social accounting matrix sam
hdl:1902.1/17277	micro sam
hdl:1902.1/17277	macro sam
hdl:1902.1/17358	kenya
hdl:1902.1/17358	social capital
hdl:1902.1/17565	colombia
hdl:1902.1/17565	social accounting matrix (sam)
hdl:1902.1/20057	soils
hdl:1902.1/20138	boundaries municipalies
hdl:1902.1/20183	farming
hdl:1902.1/20183	potencial use
hdl:1902.1/20796	nus * niche markets *
hdl:1902.1/20796	agriculture  * biodiversity * markets *
hdl:1902.1/5AYTS	insecticidal treatment nets
hdl:1902.1/5AYTS	malaria
hdl:1902.1/5AYTS	itns
hdl:1902.1/5AYTS	trac
hdl:1902.1/10996	shopping
hdl:1902.1/10996	newspapers
hdl:1902.1/10996	food
hdl:1902.1/10996	consumer attitudes
hdl:1902.1/10996	social values
hdl:1902.1/10996	social attitudes
